genetic_evidence,expression_specificity,druggability,novelty,competition,literature_trend,composite_score,tier,gene_id,gene_name,track,is_essential,essential_score,is_novel_target,has_existing_drug,pathway,organism,has_structure,uniprot_id,connections
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG7,CACNG7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1D,CACNA1D,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG4,CACNG4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA2D2,CACNA2D2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1C,CACNA1C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG8,CACNG8,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG1,CACNG1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG2,CACNG2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG5,CACNG5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1B,CACNA1B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA2D1,CACNA2D1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA2D3,CACNA2D3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNG3,CACNG3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNB2,CACNB2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1F,CACNA1F,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA2D4,CACNA2D4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1E,CACNA1E,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0835661115870409,0.3,0.2,0.7,0.7,0.5,0.3459,Tier 3 - Exploratory,HS_CACNA1S,CACNA1S,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0831554673040579,0.3,0.2,0.7,0.7,0.5,0.3458,Tier 3 - Exploratory,HS_SLC6A4,SLC6A4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.082837217984746,0.3,0.2,0.7,0.7,0.5,0.3457,Tier 3 - Exploratory,HS_FOXM1,FOXM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0,0.4,0.2,0.7,0.7,0.5,0.345,Tier 3 - Exploratory,LLM_TRPV1,TRPV1,both,False,0.0,False,False,,,False,,6
0.0801479390242292,0.3,0.2,0.7,0.7,0.5,0.345,Tier 3 - Exploratory,HS_IL10,IL10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0799318437143173,0.3,0.2,0.7,0.7,0.5,0.345,Tier 3 - Exploratory,HS_ENO1,ENO1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0799216435755667,0.3,0.2,0.7,0.7,0.5,0.345,Tier 3 - Exploratory,HS_NT5E,NT5E,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0780969457041318,0.3,0.2,0.7,0.7,0.5,0.3445,Tier 3 - Exploratory,HS_SOX2,SOX2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0760591234498286,0.3,0.2,0.7,0.7,0.5,0.344,Tier 3 - Exploratory,HS_DSP,DSP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0756647918596726,0.3,0.2,0.7,0.7,0.5,0.3439,Tier 3 - Exploratory,HS_NTRK1,NTRK1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0755790802830215,0.3,0.2,0.7,0.7,0.5,0.3439,Tier 3 - Exploratory,HS_AGTR1,AGTR1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0751943346542038,0.3,0.2,0.7,0.7,0.5,0.3438,Tier 3 - Exploratory,HS_IQCH,IQCH,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0750530449565202,0.3,0.2,0.7,0.7,0.5,0.3438,Tier 3 - Exploratory,HS_IL20,IL20,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0748932016693691,0.3,0.2,0.7,0.7,0.5,0.3437,Tier 3 - Exploratory,HS_PDE4A,PDE4A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0746551306463097,0.3,0.2,0.7,0.7,0.5,0.3437,Tier 3 - Exploratory,HS_ALOX5,ALOX5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0748091222524283,0.3,0.2,0.7,0.7,0.5,0.3437,Tier 3 - Exploratory,HS_KLF5,KLF5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0749117833231741,0.3,0.2,0.7,0.7,0.5,0.3437,Tier 3 - Exploratory,HS_PPL,PPL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.074285550791625,0.3,0.2,0.7,0.7,0.5,0.3436,Tier 3 - Exploratory,HS_S1PR4,S1PR4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.074285550791625,0.3,0.2,0.7,0.7,0.5,0.3436,Tier 3 - Exploratory,HS_PDE4B,PDE4B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_PDE4C,PDE4C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_MGLL,MGLL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_CLEC10A,CLEC10A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_NLRP3,NLRP3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_S1PR5,S1PR5,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_CHRM2,CHRM2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0739159709369403,0.3,0.2,0.7,0.7,0.5,0.3435,Tier 3 - Exploratory,HS_PDE4D,PDE4D,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0707540099579712,0.3,0.2,0.7,0.7,0.5,0.3427,Tier 3 - Exploratory,HS_BANCR,BANCR,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0691217127991245,0.3,0.2,0.7,0.7,0.5,0.3423,Tier 3 - Exploratory,HS_ENPP2,ENPP2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0689475101898121,0.3,0.2,0.7,0.7,0.5,0.3422,Tier 3 - Exploratory,HS_DEXI,DEXI,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0685159986157138,0.3,0.2,0.7,0.7,0.5,0.3421,Tier 3 - Exploratory,HS_AREG,AREG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0651622828735542,0.3,0.2,0.7,0.7,0.5,0.3413,Tier 3 - Exploratory,HS_CTTN,CTTN,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0641132222529052,0.3,0.2,0.7,0.7,0.5,0.341,Tier 3 - Exploratory,HS_STIM1,STIM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0638065246563233,0.3,0.2,0.7,0.7,0.5,0.341,Tier 3 - Exploratory,HS_CXCL16,CXCL16,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0605533349993166,0.3,0.2,0.7,0.7,0.5,0.3401,Tier 3 - Exploratory,HS_TNFSF14,TNFSF14,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0593175666768946,0.3,0.2,0.7,0.7,0.5,0.3398,Tier 3 - Exploratory,HS_MAP4K4,MAP4K4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0591444241364956,0.3,0.2,0.7,0.7,0.5,0.3398,Tier 3 - Exploratory,HS_NPY,NPY,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0584518784866343,0.3,0.2,0.7,0.7,0.5,0.3396,Tier 3 - Exploratory,HS_DMBX1,DMBX1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0584518784866343,0.3,0.2,0.7,0.7,0.5,0.3396,Tier 3 - Exploratory,HS_SMG1,SMG1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0570179586921898,0.3,0.2,0.7,0.7,0.5,0.3393,Tier 3 - Exploratory,HS_IKBKB,IKBKB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.05721520564523,0.3,0.2,0.7,0.7,0.5,0.3393,Tier 3 - Exploratory,HS_CLC,CLC,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0567305076941017,0.3,0.2,0.7,0.7,0.5,0.3392,Tier 3 - Exploratory,HS_CALCRL,CALCRL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0563412265746829,0.3,0.2,0.7,0.7,0.5,0.3391,Tier 3 - Exploratory,HS_ICAM1,ICAM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0558777737849398,0.3,0.2,0.7,0.7,0.5,0.339,Tier 3 - Exploratory,HS_RNASE3,RNASE3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0559913479847323,0.3,0.2,0.7,0.7,0.5,0.339,Tier 3 - Exploratory,HS_FAAH,FAAH,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0561710048585373,0.3,0.2,0.7,0.7,0.5,0.339,Tier 3 - Exploratory,HS_PTGS2,PTGS2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0554369782027052,0.3,0.2,0.7,0.7,0.5,0.3389,Tier 3 - Exploratory,HS_PTGS1,PTGS1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0553655634381279,0.3,0.2,0.7,0.7,0.5,0.3388,Tier 3 - Exploratory,HS_TRPM1,TRPM1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0546978184933358,0.3,0.2,0.7,0.7,0.5,0.3387,Tier 3 - Exploratory,HS_GPER1,GPER1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0543912717257607,0.3,0.2,0.7,0.7,0.5,0.3386,Tier 3 - Exploratory,HS_CD8A,CD8A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0527984751677127,0.3,0.2,0.7,0.7,0.5,0.3382,Tier 3 - Exploratory,HS_EHD3,EHD3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0528340555332677,0.3,0.2,0.7,0.7,0.5,0.3382,Tier 3 - Exploratory,HS_ATP10A,ATP10A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0503831627239595,0.3,0.2,0.7,0.7,0.5,0.3376,Tier 3 - Exploratory,HS_TAC1,TAC1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0502628602371194,0.3,0.2,0.7,0.7,0.5,0.3376,Tier 3 - Exploratory,HS_ITGB4,ITGB4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.050393855763391,0.3,0.2,0.7,0.7,0.5,0.3376,Tier 3 - Exploratory,HS_IL13RA1,IL13RA1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0501056253766031,0.3,0.2,0.7,0.7,0.5,0.3375,Tier 3 - Exploratory,HS_TRPV3,TRPV3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0491401587674439,0.3,0.2,0.7,0.7,0.5,0.3373,Tier 3 - Exploratory,HS_CLDN7,CLDN7,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0487845408183806,0.3,0.2,0.7,0.7,0.5,0.3372,Tier 3 - Exploratory,HS_STING1,STING1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0484118873838713,0.3,0.2,0.7,0.7,0.5,0.3371,Tier 3 - Exploratory,HS_EPX,EPX,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0483280751619689,0.3,0.2,0.7,0.7,0.5,0.3371,Tier 3 - Exploratory,HS_LOX,LOX,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0479402561725675,0.3,0.2,0.7,0.7,0.5,0.337,Tier 3 - Exploratory,HS_CD38,CD38,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0476425390674049,0.3,0.2,0.7,0.7,0.5,0.3369,Tier 3 - Exploratory,HS_NTF4,NTF4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0476948509035091,0.3,0.2,0.7,0.7,0.5,0.3369,Tier 3 - Exploratory,HS_CDH1,CDH1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.047123757292612,0.3,0.2,0.7,0.7,0.5,0.3368,Tier 3 - Exploratory,HS_CD1D,CD1D,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0458593514144847,0.3,0.2,0.7,0.7,0.5,0.3365,Tier 3 - Exploratory,HS_NFKB1,NFKB1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0454421656102029,0.3,0.2,0.7,0.7,0.5,0.3364,Tier 3 - Exploratory,HS_MBP,MBP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0454583221262183,0.3,0.2,0.7,0.7,0.5,0.3364,Tier 3 - Exploratory,HS_PRL,PRL,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0450887422715336,0.3,0.2,0.7,0.7,0.5,0.3363,Tier 3 - Exploratory,HS_IGKV1-16,IGKV1-16,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0450887422715336,0.3,0.2,0.7,0.7,0.5,0.3363,Tier 3 - Exploratory,HS_CYRIB,CYRIB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0447234714164003,0.3,0.2,0.7,0.7,0.5,0.3362,Tier 3 - Exploratory,HS_ANO1,ANO1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0448161645579602,0.3,0.2,0.7,0.7,0.5,0.3362,Tier 3 - Exploratory,HS_GPR15,GPR15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0444089096139924,0.3,0.2,0.7,0.7,0.5,0.3361,Tier 3 - Exploratory,HS_CAMK4,CAMK4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0442608488611638,0.3,0.2,0.7,0.7,0.5,0.3361,Tier 3 - Exploratory,HS_CTLA4,CTLA4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0432435121859495,0.3,0.2,0.7,0.7,0.5,0.3358,Tier 3 - Exploratory,HS_LRRC31,LRRC31,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0419473135067136,0.3,0.2,0.7,0.7,0.5,0.3355,Tier 3 - Exploratory,HS_KITLG,KITLG,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0420878963532706,0.3,0.2,0.7,0.7,0.5,0.3355,Tier 3 - Exploratory,HS_ATP12A,ATP12A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0413309982777792,0.3,0.2,0.7,0.7,0.5,0.3353,Tier 3 - Exploratory,HS_CCL17,CCL17,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0410233638700019,0.3,0.2,0.7,0.7,0.5,0.3353,Tier 3 - Exploratory,HS_RHOF,RHOF,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0406445462592971,0.3,0.2,0.7,0.7,0.5,0.3352,Tier 3 - Exploratory,HS_PRG2,PRG2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.040614829022002,0.3,0.2,0.7,0.7,0.5,0.3352,Tier 3 - Exploratory,HS_EFEMP2,EFEMP2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.040614829022002,0.3,0.2,0.7,0.7,0.5,0.3352,Tier 3 - Exploratory,HS_HIVEP1,HIVEP1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.040614829022002,0.3,0.2,0.7,0.7,0.5,0.3352,Tier 3 - Exploratory,HS_MBL2,MBL2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0405467860413719,0.3,0.2,0.7,0.7,0.5,0.3351,Tier 3 - Exploratory,HS_ALB,ALB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.03900360996415,0.3,0.2,0.7,0.7,0.5,0.3348,Tier 3 - Exploratory,HS_FGF9,FGF9,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.039230793238019,0.3,0.2,0.7,0.7,0.5,0.3348,Tier 3 - Exploratory,HS_HTR3A,HTR3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0382309827457174,0.3,0.2,0.7,0.7,0.5,0.3346,Tier 3 - Exploratory,HS_UCN3,UCN3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.038313111602314,0.3,0.2,0.7,0.7,0.5,0.3346,Tier 3 - Exploratory,HS_SMAD2,SMAD2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0378819351051819,0.3,0.2,0.7,0.7,0.5,0.3345,Tier 3 - Exploratory,HS_CYSLTR1,CYSLTR1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.038013151426537,0.3,0.2,0.7,0.7,0.5,0.3345,Tier 3 - Exploratory,HS_CDH26,CDH26,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0377080958028586,0.3,0.2,0.7,0.7,0.5,0.3344,Tier 3 - Exploratory,HS_VEGFA,VEGFA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0375123552504972,0.3,0.2,0.7,0.7,0.5,0.3344,Tier 3 - Exploratory,HS_GRIN2B,GRIN2B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0370610044474993,0.3,0.2,0.7,0.7,0.5,0.3343,Tier 3 - Exploratory,HS_CCL11,CCL11,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0373275653231548,0.3,0.2,0.7,0.7,0.5,0.3343,Tier 3 - Exploratory,HS_GRIN1,GRIN1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0373067125550501,0.3,0.2,0.7,0.7,0.5,0.3343,Tier 3 - Exploratory,HS_TNFSF10,TNFSF10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_GRIN2D,GRIN2D,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_GRIN3A,GRIN3A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_GRIN2A,GRIN2A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_GRIN3B,GRIN3B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_GRIN2C,GRIN2C,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0369579854684701,0.3,0.2,0.7,0.7,0.5,0.3342,Tier 3 - Exploratory,HS_TMEM100,TMEM100,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0365473411854871,0.3,0.2,0.7,0.7,0.5,0.3341,Tier 3 - Exploratory,HS_TMPRSS2,TMPRSS2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0363522851510702,0.3,0.2,0.7,0.7,0.5,0.3341,Tier 3 - Exploratory,HS_PTGER2,PTGER2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0359127225915557,0.3,0.2,0.7,0.7,0.5,0.334,Tier 3 - Exploratory,HS_AAGAB,AAGAB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0355882071077535,0.3,0.2,0.7,0.7,0.5,0.3339,Tier 3 - Exploratory,HS_IL2,IL2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0343704674521277,0.3,0.2,0.7,0.7,0.5,0.3336,Tier 3 - Exploratory,HS_OTUD7A,OTUD7A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0341810035047976,0.3,0.2,0.7,0.7,0.5,0.3335,Tier 3 - Exploratory,HS_PLN,PLN,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0340526771663654,0.3,0.2,0.7,0.7,0.5,0.3335,Tier 3 - Exploratory,HS_ACE2,ACE2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.034017429034785,0.3,0.2,0.7,0.7,0.5,0.3335,Tier 3 - Exploratory,HS_HIF1A,HIF1A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0340013466309925,0.3,0.2,0.7,0.7,0.5,0.3335,Tier 3 - Exploratory,HS_SPAG11B,SPAG11B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0340013466309925,0.3,0.2,0.7,0.7,0.5,0.3335,Tier 3 - Exploratory,HS_SPAG11A,SPAG11A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333954505478911,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_CCL27,CCL27,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0332738902836881,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_CD79A,CD79A,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_ALPP,ALPP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0332621869216231,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_IL20RB,IL20RB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_ATRNL1,ATRNL1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_ASRGL1,ASRGL1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_PDLIM3,PDLIM3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_NAT10,NAT10,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0333186301045757,0.3,0.2,0.7,0.7,0.5,0.3333,Tier 3 - Exploratory,HS_SLPI,SLPI,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0329727975128195,0.3,0.2,0.7,0.7,0.5,0.3332,Tier 3 - Exploratory,HS_TSLP,TSLP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0326386235779134,0.3,0.2,0.7,0.7,0.5,0.3332,Tier 3 - Exploratory,HS_SLC9A3,SLC9A3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0325230272122537,0.3,0.2,0.7,0.7,0.5,0.3331,Tier 3 - Exploratory,HS_TWIST1,TWIST1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0322099109464792,0.3,0.2,0.7,0.7,0.5,0.3331,Tier 3 - Exploratory,HS_PIK3CA,PIK3CA,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0320761027500497,0.3,0.2,0.7,0.7,0.5,0.333,Tier 3 - Exploratory,HS_CCR3,CCR3,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0317504507815508,0.3,0.2,0.7,0.7,0.5,0.3329,Tier 3 - Exploratory,HS_IL6,IL6,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0317992666634962,0.3,0.2,0.7,0.7,0.5,0.3329,Tier 3 - Exploratory,HS_KCNJ2,KCNJ2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0314153133614091,0.3,0.2,0.7,0.7,0.5,0.3329,Tier 3 - Exploratory,HS_BDNF,BDNF,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0317680051820176,0.3,0.2,0.7,0.7,0.5,0.3329,Tier 3 - Exploratory,HS_ANXA2,ANXA2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0312224872203297,0.3,0.2,0.7,0.7,0.5,0.3328,Tier 3 - Exploratory,HS_ALOX15,ALOX15,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0303055480841455,0.3,0.2,0.7,0.7,0.5,0.3326,Tier 3 - Exploratory,HS_ATN1,ATN1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0303055480841455,0.3,0.2,0.7,0.7,0.5,0.3326,Tier 3 - Exploratory,HS_ITGA2B,ITGA2B,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0303055480841455,0.3,0.2,0.7,0.7,0.5,0.3326,Tier 3 - Exploratory,HS_CYGB,CYGB,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0295663883747761,0.3,0.2,0.7,0.7,0.5,0.3324,Tier 3 - Exploratory,HS_CDH2,CDH2,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0295663883747761,0.3,0.2,0.7,0.7,0.5,0.3324,Tier 3 - Exploratory,HS_PTGER4,PTGER4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0289367674817886,0.3,0.2,0.7,0.7,0.5,0.3322,Tier 3 - Exploratory,HS_CRP,CRP,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0286701868293004,0.3,0.2,0.7,0.7,0.5,0.3322,Tier 3 - Exploratory,HS_PPFIA1,PPFIA1,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
0.0283977199230789,0.3,0.2,0.7,0.7,0.5,0.3321,Tier 3 - Exploratory,HS_IL4,IL4,pruritus,False,0.0,False,False,,Homo sapiens,False,,1
