pmid,title,year,journal,study_type,pmc_id
38890305,Augmented microglial endoplasmic reticulum-mitochondria contacts mediate depression-like behavior in mice induced by chronic social defeat stress.,2024,Nature communications,animal,PMC11189428
38900227,From Perspective of Hippocampal Plasticity: Function of Antidepressant Chinese Medicine Xiaoyaosan.,2024,Chinese journal of integrative medicine,review,
38901774,Analyzing fractal dimension in electroconvulsive therapy: Unraveling complexity in structural and functional neuroimaging.,2024,NeuroImage,human,
38902245,Quantitative MRI at 7-Tesla reveals novel frontocortical myeloarchitecture anomalies in major depressive disorder.,2024,Translational psychiatry,human,PMC11190139
38902928,Effects of stress-related neuromodulators on amygdala and hippocampus resting state functional connectivity.,2024,"Journal of psychopharmacology (Oxford, England)",human,PMC11290027
38904910,"Wheel Running During Pregnancy Alleviates Anxiety-and Depression-Like Behaviors During the Postpartum Period in Mice: The Roles of NLRP3 Neuroinflammasome Activation, Prolactin, and the Prolactin Receptor in the Hippocampus.",2024,Neurochemical research,animal,
38908353,Magnetic resonance imaging connectivity features associated with response to transcranial magnetic stimulation in major depressive disorder.,2024,Psychiatry research. Neuroimaging,meta_analysis,
38909414,Neurodevelopmental signature of a transcriptome-based polygenic risk score for depression.,2024,Psychiatry research,human,PMC11440511
38914161,Role of mitochondria-associated membranes in the hippocampus in the pathogenesis of depression.,2024,Journal of affective disorders,animal,
38892090,"Prenatal Hypoxia Triggers a Glucocorticoid-Associated Depressive-like Phenotype in Adult Rats, Accompanied by Reduced Anxiety in Response to Stress.",2024,International journal of molecular sciences,animal,PMC11172361
38865810,GABAergic implications in anxiety and related disorders.,2024,Biochemical and biophysical research communications,review,
38865126,Racial Discrimination and Risk for Internalizing and Externalizing Symptoms Among Black Youths.,2024,JAMA network open,human,PMC11170300
38864941,FMOD Alleviates Depression-Like Behaviors by Targeting the PI3K/AKT/mTOR Signaling After Traumatic Brain Injury.,2024,Neuromolecular medicine,animal,PMC11169026
38831507,Hippocampus under Pressure: Molecular Mechanisms of Development of Cognitive Impairments in SHR Rats.,2024,Biochemistry. Biokhimiia,review,
38834095,β-arrestin2 is indispensable for the antidepressant effects of fluoxetine via inhibiting astrocytic pyroptosis in chronic mild stress mouse model for depression.,2024,European journal of pharmacology,animal,
38834160,Ramelteon protects against social defeat stress-associated abnormal behaviors.,2024,"Pharmacology, biochemistry, and behavior",animal,
38836288,Sex differences in aberrant functional connectivity of three core networks and subcortical networks in medication-free adolescent-onset major depressive disorder.,2024,"Cerebral cortex (New York, N.Y. : 1991)",human,
39134155,Distinct homotopic functional connectivity patterns of the amygdalar sub-regions as biomarkers in major depressive disorder.,2024,Journal of affective disorders,human,
38838878,Reconsidering the nature of threat in infancy: Integrating animal and human studies on neurobiological effects of infant stress.,2024,Neuroscience and biobehavioral reviews,review,
38838879,Targeting Phactr4 to rescue chronic stress-induced depression-like behavior in rats via regulating neuroinflammation and neuroplasticity.,2024,International journal of biological macromolecules,animal,
38838966,The relationship between changes in functional networks and cognitive changes and PTSD symptoms in maltreated children before and after TF-CBT.,2024,Behavioural brain research,human,
38838971,Divergent effects of chronic continuous and intermittent social defeat stress on emotional behaviors: Impact on phosphorylated CREB and BDNF protein levels in the rat hippocampus.,2024,Neuroscience letters,animal,
38844532,Theta burst stimulation for depression: a systematic review and network and pairwise meta-analysis.,2024,Molecular psychiatry,meta_analysis,PMC11609094
38844534,Shared and unique transcriptomic signatures of antidepressant and probiotics action in the mammalian brain.,2024,Molecular psychiatry,animal,
38846598,Functional Domains of Substance Use and their Implications to Trauma: A Systematic Review of Neuroimaging Studies.,2024,"Chronic stress (Thousand Oaks, Calif.)",review,PMC11155333
38847765,Fermented goat milk by selenium-enriched Lactobacillus paracasei alleviates depressive psychological disturbance.,2024,Journal of food science,animal,
38848974,Novel mechanisms of Anshen Dingzhi prescription against PTSD: Inhibiting DCC to modulate synaptic function and inflammatory responses.,2024,Journal of ethnopharmacology,animal,
38851312,Mitochondrial calcium uniporter knockdown in hippocampal neurons alleviates anxious and depressive behavior in the 3XTG Alzheimer's disease mouse model.,2024,Brain research,animal,
38852542,NMT2 alleviates depression-like behavior in a rat model of chronic unpredictable stress: An integrated proteomic and phosphoproteomic analysis.,2024,Journal of psychiatric research,animal,
38852761,Astrocyte-specific activation of sigma-1 receptors in mPFC mediates the faster onset antidepressant effect by inhibiting NF-κB-induced neuroinflammation.,2024,"Brain, behavior, and immunity",animal,
38858386,Planar cell polarity proteins mediate ketamine-induced restoration of glutamatergic synapses in prefrontal cortical neurons in a mouse model for chronic stress.,2024,Nature communications,animal,PMC11165002
38864869,"Accumulated HIIT inhibits anxiety and depression, improves cognitive function, and memory-related proteins in the hippocampus of aged rats.",2024,Experimental brain research,animal,
38931311,Effects of Evodiamine on Behavior and Hippocampal Neurons through Inhibition of Angiotensin-Converting Enzyme and Modulation of the Renin Angiotensin Pathway in a Mouse Model of Post-Traumatic Stress Disorder.,2024,Nutrients,animal,PMC11207023
39134157,Ventral striatal-cingulate resting-state functional connectivity in healthy adolescents relates to later depression symptoms in adulthood.,2024,Journal of affective disorders,human,PMC11438492
39317797,A potential target for noninvasive neuromodulation of PTSD symptoms derived from focal brain lesions in veterans.,2024,Nature neuroscience,human,
39142575,The impact of neural emotion reactivity and regulation on the association between depression and suicide ideation in high-risk adults.,2024,Journal of affective disorders,human,PMC11459603
39446467,Increasing adult-born neurons protects mice from epilepsy.,2024,eLife,animal,PMC11501206
38712320,Pathophysiology in cortico-amygdala circuits and excessive aversion processing: the role of oligodendrocytes and myelination.,2024,Brain communications,review,PMC11073757
40226739,Heterogeneous Brain Atrophy Sites in Anxiety Disorders Map to a Common Brain Network.,2024,Depression and anxiety,meta_analysis,PMC11919243
39446966,Specific Associations in the Alpha Frequency Between the Subcomponents of Rumination and the Subsystems of the Default Mode Network Among Bipolar I Disorder Patients.,2024,Brain connectivity,human,
40226733,Meta-Analysis of Brain Volumetric Abnormalities in Patients with Remitted Major Depressive Disorder.,2024,Depression and anxiety,meta_analysis,PMC11919220
39463206,The impact of voluntary wheel-running exercise on hippocampal neurogenesis and behaviours in response to nicotine cessation in rats.,2024,Psychopharmacology,animal,PMC11569017
39465046,Highfield imaging of the subgenual anterior cingulate cortex in uni- and bipolar depression.,2024,Frontiers in psychiatry,human,PMC11502385
39467428,Key role of PPAR-γ-mediated suppression of the NFκB signaling pathway in rutin's antidepressant effect.,2024,Phytomedicine : international journal of phytotherapy and phytopharmacology,animal,
39468065,Gut microbiota dysbiosis-mediated ceramides elevation contributes to corticosterone-induced depression by impairing mitochondrial function.,2024,NPJ biofilms and microbiomes,animal,PMC11519513
39470144,Taurine Reverses Arsenic-Induced Inhibition of Hippocampal Neurogenesis and Depression-Like Behavior in Mice.,2024,Journal of biochemical and molecular toxicology,animal,
39473266,"Discrimination Exposure, Neural Reactivity to Stress, and Psychological Distress.",2024,The American journal of psychiatry,human,
40226700,Structural Neuroimaging and Molecular Signatures of Drug-Naive Depression With Melancholic Features.,2024,Depression and anxiety,human,PMC11919201
39476817,Fluoxetine Ameliorates Cognitive Deficits in High-Fat Diet Mice by Regulating BDNF Expression.,2024,ACS chemical neuroscience,animal,
39477145,p75NTR mediated chronic restraint stress-induced depression-like behaviors in mice via hippocampal mTOR pathway.,2024,Life sciences,animal,
39481246,Structural alterations in a rumination-related network in patients with major depressive disorder.,2024,Psychiatry research. Neuroimaging,human,
39486369,Chronic citalopram effects on the brain neurochemical profile and perfusion in a rat model of depression detected by the NMR techniques - spectroscopy and perfusion.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,animal,
39487398,Alterations of subcortical structure volume in pediatric bipolar disorder patients with manic or depressive first-episode.,2024,BMC psychiatry,human,PMC11531125
39443885,Borderline personality disorder and post-traumatic stress disorder in adolescents: protocol for a comparative study of borderline personality disorder with and without comorbid post-traumatic stress disorder (BORDERSTRESS-ADO).,2024,BMC psychiatry,human,PMC11515767
39489185,Perinatal running training reversed postnatal anxiety and depressive-like behavior and cognitive impairment in mice following prenatal subchronic variable stress.,2024,"Pharmacology, biochemistry, and behavior",animal,
39442746,Antidepressant-like and antistress effects of the ACTH(4-10) synthetic analogs Semax and Melanotan II on male rats in a model of chronic unpredictable stress.,2024,European journal of pharmacology,animal,
39433735,Time-dependent neural arbitration between cue associative and episodic fear memories.,2024,Nature communications,human,PMC11494204
39412289,Correlations between alterations in global brain functional connectivity in patients with major depressive disorder and their genetic characteristics.,2024,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,human,
39413644,Neuroprotective effects of gypenosides on LPS-induced anxiety and depression-like behaviors.,2024,International immunopharmacology,animal,
39413901,Brain-derived neurotrophic factor modulation in response to oxidative stress and corticosterone: role of scopolamine and mirtazapine.,2024,Life sciences,in_vitro,
39417327,Exploring potential working mechanisms of accelerated HF-rTMS in refractory major depression with a focus on locus coeruleus connectivity.,2024,European psychiatry : the journal of the Association of European Psychiatrists,human,PMC11730058
39418882,Breakdown of the blood-brain barrier in depressed mice induced by chronic unpredictable mild stress.,2024,Journal of psychiatric research,animal,
39421970,Limosilactobacillus-related 3-OMDP as a potential therapeutic target for depression.,2024,Annals of medicine,animal,PMC11492388
39423326,The effects of apelin-13 in a mouse model of post-traumatic stress disorder.,2024,Neuroreport,animal,
39423518,Modulation effects of repetitive transcranial magnetic stimulation on target and indirect target nodes in patients with major depressive disorder.,2024,Journal of psychiatric research,human,
39426465,Escin ameliorates CUMS-induced depressive-like behavior via BDNF/TrkB/CREB and TLR4/MyD88/NF-κB signaling pathways in rats.,2024,European journal of pharmacology,animal,
39426694,New insights into individual differences in response to chronic unpredictable mild stress (CUMS) in rats with respect to hippocampal BDNF and GSK3-β expression levels.,2024,Physiology & behavior,animal,
39427221,Amyloid deposition and its association with depressive symptoms and cognitive functions in late-life depression: a longitudinal study using amyloid-β PET images and neuropsychological measurements.,2024,Alzheimer's research & therapy,human,PMC11490031
39427447,Adverse childhood experiences and left hippocampal volumetric reductions: A structural magnetic resonance imaging study.,2024,Journal of psychiatric research,human,
39429161,Microglial DBP Signaling Mediates Behavioral Abnormality Induced by Chronic Periodontitis in Mice.,2024,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",animal,PMC11633467
39432823,Yeast Extract Peptides Alleviate Depression in Chronic Restraint Stress Rats by Alleviating Hippocampal Neuronal Apoptosis and Dysbiosis of the Gut Microbiota.,2024,Molecular nutrition & food research,animal,
39433117,H<sub>2</sub>S improves hippocampal synaptic plasticity in SPS rats via PI3K/AKT signaling pathway.,2024,Brain research,animal,
39433367,[Effect of acupuncture on AMPK/ULK1 signaling pathway of hippocampus in chronic stress-induced depression rats].,2024,Zhen ci yan jiu = Acupuncture research,animal,
40226746,The Dark and Gloomy Brain: Grey Matter Volume Alterations in Major Depressive Disorder-Fine-Grained Meta-Analyses.,2024,Depression and anxiety,meta_analysis,PMC11919126
39441118,Hypoxanthine Produces Rapid Antidepressant Effects by Suppressing Inflammation in Serum and Hippocampus.,2024,ACS chemical neuroscience,animal,
39494328,N-Acetylcysteine Alleviates Depressive-Like Behaviors in Adolescent EAAC1<sup>-/-</sup> Mice and Early Life Stress Model Rats.,2024,International journal of biological sciences,animal,PMC11528454
39495924,"The role of astrocytes in depression, its prevention, and treatment by targeting astroglial gliotransmitter release.",2024,Proceedings of the National Academy of Sciences of the United States of America,animal,PMC11572930
39500145,Cortical morphological alterations in adolescents with major depression and non-suicidal self-injury.,2024,NeuroImage. Clinical,human,PMC11570753
39610275,SEP-363856 attenuates CUMS-induced depression-like behaviours and reverses hippocampal neuronal injuries.,2024,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,animal,
39621357,Brain connectivity disruptions in PTSD related to early adversity: a multimodal neuroimaging study.,2024,European journal of psychotraumatology,human,PMC11613338
39623093,ErbB4 precludes the occurrence of PTSD-like fear responses by supporting the bimodal activity of the central amygdala.,2024,Experimental & molecular medicine,animal,PMC11671592
39670994,Changes in hippocampal volume and affective functioning after a moderate intensity running intervention.,2024,Brain structure & function,human,PMC11645311
39674983,MicroRNA Expression Profile Is Altered by Short-Term and Chronic Lithium Treatment in a Rat Model of Depression.,2024,Journal of molecular neuroscience : MN,animal,
39679550,Neural activity during working memory predicts clinical response to computerized executive function training prior to cognitive processing therapy.,2024,Psychological medicine,human,PMC11779553
39684380,St. John's Wort Extract Ze 117 and Escitalopram Alter Plasma and Hippocampal Lipidome in a Rat Model of Chronic-Stress-Induced Depression.,2024,International journal of molecular sciences,animal,PMC11641671
40074306,Mechanism of the anterior cingulate cortex in sleep regulation.,2024,Zhong nan da xue xue bao. Yi xue ban = Journal of Central South University. Medical sciences,review,PMC11897975
39701700,[Traditional Chinese medicine prevents and treats depression by regulating hippocampal neuroplasticity: a review].,2024,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,review,
39874064,"Association of Suicidal Status, Inflammation Markers, and Resting-State Functional Activity and Connectivity in Patients With Major Depressive Disorder.",2024,The Journal of clinical psychiatry,human,
39855163,"THE RATIO OF EXCITATORY AND INHIBITORY SYNAPTIC PROCESSES IN NEURONS OF THE ЕNTORHINAL CORTEX OF THE BRAIN, ACTIVATED BY BASOLATERAL AMYGDALA ON THE MODEL OF PARKINSON'S DISEASE, UNDER CONDITIONS OF PROTECTION BY HYDROCORTISONE.",2024,Georgian medical news,animal,
39702524,Sex-specific fear acquisition following early life stress is linked to amygdala and hippocampal purine and glutamate metabolism.,2024,Communications biology,animal,PMC11659400
39702626,The disappointment centre of the brain gets exciting: a systematic review of habenula dysfunction in depression.,2024,Translational psychiatry,review,PMC11659325
39705315,SKA2 enhances stress-related glucocorticoid receptor signaling through FKBP4-FKBP5 interactions in neurons.,2024,Proceedings of the National Academy of Sciences of the United States of America,in_vitro,PMC11670087
39769178,Sex Differences in Depression: Insights from Multimodal Gray Matter Morphology and Peripheral Inflammatory Factors.,2024,International journal of molecular sciences,human,PMC11677592
39738361,Impact of post-traumatic stress disorder on epileptogenic networks: a functional connectivity study.,2024,Scientific reports,human,PMC11685526
39707549,Near-infrared light induces neurogenesis and modulates anxiety-like behavior.,2024,Stem cell research & therapy,animal,PMC11662543
39595561,Cannabidiol Modulates Neuroinflammatory Markers in a PTSD Model Conducted on Female Rats.,2024,Biomolecules,animal,PMC11591736
39582389,A comparative meta-analysis of structural magnetic resonance imaging studies and gene expression profiles revealing the similarities and differences between late life depression and mild cognitive impairment.,2024,Psychological medicine,meta_analysis,PMC11650184
39582248,Neural divergence between individuals with and without minor depression during dynamic emotion processing: a movie-fMRI Study.,2024,Social cognitive and affective neuroscience,human,PMC11642607
39574327,Structural white matter connectivity differences independent of gray matter loss in mild cognitive impairment with neuropsychiatric symptoms: Early indicators of Alzheimer's disease using network-based statistics.,2024,Journal of Alzheimer's disease : JAD,human,
39505897,S-ketamine alleviates depression-like behavior and hippocampal neuroplasticity in the offspring of mice that experience prenatal stress.,2024,Scientific reports,animal,PMC11542010
39515570,Particulate matter exposure and its consequences on hippocampal neurogenesis and cognitive function in experimental models.,2024,"Environmental pollution (Barking, Essex : 1987)",review,
39515856,"Safety and efficacy of individual target transcranial magnetic stimulation to stimulate the most negative correlate of DLPFC-pgACC in the treatment of major depressive disorder: study protocol of a double-blind, randomised controlled trial.",2024,BMJ open,human,PMC11552025
39519391,"Gyrophoric Acid, a Secondary Metabolite of Lichens, Exhibits Antidepressant and Anxiolytic Activity In Vivo in Wistar Rats.",2024,International journal of molecular sciences,animal,PMC11546396
39522977,Decreased Brain pH Underlies Behavioral and Brain Abnormalities Induced by Chronic Exposure to Glucocorticoids in Mice.,2024,Biological & pharmaceutical bulletin,animal,
39523452,Female Wistar Kyoto More Immobile rats with genetic stress hyper-reactivity show enhanced contextual fear memory without deficit in extinction of fear.,2024,The European journal of neuroscience,animal,PMC11612840
39528081,Electroacupuncture combined with NSCs-Exo alters the response of hippocampal neurons in a chronic unpredictable mild stress paradigm in ovx rats.,2024,Life sciences,animal,
39528102,Baicalin attenuates corticosterone-induced hippocampal neuronal injury by activating mitophagy in an AMPK-dependent manner.,2024,European journal of pharmacology,animal,
39405981,Methionine oxidation of actin cytoskeleton attenuates traumatic memory retention via reactivating dendritic spine morphogenesis.,2024,Redox biology,animal,PMC11525628
39529199,The cerebral and cognitive changes after intermittent theta burst stimulation (iTBS) treatment for depression: study protocol for a randomized double-blind sham-controlled trial.,2024,Trials,human,PMC11555895
40226685,Psychophysiological Factors Moderate Amygdala-Prefrontal Connectivity Linked to Perceived Peer Victimization and Depressive Symptoms in Preadolescent Migrant Children.,2024,Depression and anxiety,human,PMC11919204
39547457,Dysregulated neurofluid coupling as a new noninvasive biomarker for primary progressive aphasia.,2024,NeuroImage,human,
39548202,Hippocampal exosomes from stroke aggravate post-stroke depression by regulating the expression of proBDNF and p75NTR and altering spine density.,2024,Scientific reports,animal,PMC11568158
39549466,Silencing of circular RNA PTP4A2 ameliorates depressive-like behaviors by inhibiting microglia activation in mice.,2024,Journal of neuroimmunology,animal,
39549764,Association of inflammatory cytokines with magnetic resonance imaging features of the brain in patients with depression.,2024,Brain research bulletin,human,
39550700,Exploring the anti-depressant effects and nitric oxide modulation of quercetin: A preclinical study in Socially Isolated mice.,2024,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,animal,
39557427,[Effects of electroacupuncture at auricular points on excitability of glutamatergic neurons in the anterior cingulate cortex of posttraumatic stress disorder mice].,2024,Zhen ci yan jiu = Acupuncture research,animal,
39571119,"Atrophy Patterns in Patients With Multiple Sclerosis With Cognitive Impairment, Fatigue, and Mood Disorders.",2024,Neurology,human,
39538967,Fructus Arctii Mitigates Depressive Disorder via the Let-7e-Modulated Toll-Like Receptor (TLR) Signaling Pathway.,2024,Brain and behavior,animal,PMC11560858
39134294,Agmatine modulation of gut-brain axis alleviates dysbiosis-induced depression-like behavior in rats.,2024,European journal of pharmacology,animal,
39405908,Inhalation of H<sub>2</sub>/O<sub>2</sub> (66.7 %/33.3 %) mitigates depression-like behaviors in diabetes mellitus complicated with depression mice via suppressing inflammation and preventing hippocampal damage.,2024,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,animal,
39395323,Role of SIRT1-mediated synaptic plasticity and neurogenesis: Sex-differences in antidepressant-like efficacy of catalpol.,2024,Phytomedicine : international journal of phytotherapy and phytopharmacology,animal,
39196261,Differential increase of hippocampal subfield volume after socio-affective mental training relates to reductions in diurnal cortisol.,2024,eLife,human,PMC11357357
39197543,Central innate immunization induces tolerance against post-traumatic stress disorder-like behavior and neuroinflammatory responses in male mice.,2024,"Brain, behavior, and immunity",animal,
39206908,"Bulimia Nervosa and Depression, from the Brain to the Gut Microbiota and Back.",2024,Frontiers in bioscience (Landmark edition),review,
39209273,Chronic social isolation leads to abnormal behavior in male mice through the hippocampal METTL14 mediated epitranscriptomic RNA m6A modifications.,2024,Journal of affective disorders,animal,
39217669,Atlas-based structural analysis of prefrontal cortex atrophy in major depressive disorder: Correlations with severity and episode frequency.,2024,Psychiatry research. Neuroimaging,human,
39218294,The epigenetic changes are affected by sex and valproic acid treatment in a rat model of post-traumatic stress disorder.,2024,Neuroscience letters,animal,
39219169,Evidence for the Contribution of the miR-206/BDNF Pathway in the Pathophysiology of Depression.,2024,The international journal of neuropsychopharmacology,review,PMC11461769
39226358,Depressive symptoms during the transition to adolescence: Left hippocampal volume as a marker of social context sensitivity.,2024,Proceedings of the National Academy of Sciences of the United States of America,human,PMC11406239
39227376,Whole-brain mechanism of neurofeedback therapy: predictive modeling of neurofeedback outcomes on repetitive negative thinking in depression.,2024,Translational psychiatry,human,PMC11371824
39232266,Amygdala connectivity is associated with withdrawn/depressed behavior in a large sample of children from the Adolescent Brain Cognitive Development (ABCD) Study®.,2024,Psychiatry research. Neuroimaging,human,PMC11892522
39232415,Aberrant high-beta band functional connectivity during reward processing in melancholic major depressive disorder: An MEG study.,2024,NeuroImage. Clinical,human,PMC11404173
39235577,Brief Pup Separation in Lactation Confers Stress Resistance with Increased Prolactin and Adult Hippocampal Neurogenesis in Postpartum C57BL/6J Dams.,2024,Neurochemical research,animal,
39236111,"Relationships among tumor necrosis factor-alpha levels, beta-amyloid accumulation, and hippocampal atrophy in patients with late-life major depressive disorder.",2024,Brain and behavior,human,PMC11376440
39236484,Changed ventral striatum structural covariance and grey matter volume in depression during a one-year follow-up.,2024,Psychiatry research. Neuroimaging,human,
39241409,rTMS mechanisms for posttraumatic stress disorder treatment in a mouse model.,2024,Journal of psychiatric research,animal,
39242924,Astrocytic RARγ mediates hippocampal astrocytosis and neurogenesis deficits in chronic retinoic acid-induced depression.,2024,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,animal,PMC11632084
39243355,Multimodal nonlinear correlates of behavioural symptoms in frontotemporal dementia.,2024,Brain imaging and behavior,human,PMC11582133
39192323,Astrocyte-derived dominance winning reverses chronic stress-induced depressive behaviors.,2024,Molecular brain,animal,PMC11351830
39251093,Structural covariance network activity in the medial prefrontal cortex is modulated by childhood abuse in adolescents with depression.,2024,Journal of affective disorders,human,
39191310,Brain mechanisms of rumination and negative self-referential processing in adolescent depression.,2024,Journal of affective disorders,human,PMC11468901
39187189,The shared genetic etiology of antisocial behavior and psychiatric disorders: Insights from pleiotropy and causality analysis.,2024,Journal of affective disorders,human,
39142579,Prefrontal cortex engagement during an fMRI task of emotion regulation as a potential predictor of treatment response in borderline personality disorder.,2024,Journal of affective disorders,human,PMC11369962
39145838,LncRNA NPTN-IT1-201 Ameliorates Depressive-like Behavior by Targeting miR-142-5p and Regulating Inflammation and Apoptosis via BDNF.,2024,Current medical science,animal,
39150654,Treatment response of venlafaxine induced alterations of gut microbiota and metabolites in a mouse model of depression.,2024,Metabolic brain disease,animal,
39153731,Intranasal LAG3 antibody infusion induces a rapid antidepressant effect via the hippocampal ERK1/2-BDNF signaling pathway in chronically stressed mice.,2024,Neuropharmacology,animal,
39154843,N-palmitoylethanolamide attenuates negative emotions induced by morphine withdrawal in mice.,2024,Neuroscience letters,animal,
39154980,Down-regulation of RIPK3 prevents depression-like behaviors by restoring the synaptic plasticity and suppressing neuronal loss.,2024,Journal of affective disorders,animal,
39154984,Fast depressive symptoms improvement in bipolar I disorder after Stanford Accelerated Intelligent Neuromodulation Therapy (SAINT): A two-site feasibility and safety open-label trial.,2024,Journal of affective disorders,human,PMC11495146
39155532,Late maternal separation provides resilience to chronic variable stress-induced anxiety- and depressive-like behaviours in male but not female mice.,2024,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,animal,
39158617,Empagliflozin-activated AMPK elicits neuroprotective properties in reserpine-induced depression via regulating dynamics of hippocampal autophagy/inflammation and PKCζ-mediated neurogenesis.,2024,Psychopharmacology,animal,PMC11569022
39166408,Electroacupuncture attenuates depressive-like behaviors in poststroke depression mice through promoting hippocampal neurogenesis and inhibiting TLR4/NF-κB/NLRP3 signaling pathway.,2024,Neuroreport,animal,PMC11361353
39167467,Altered dynamic functional connectivity of nucleus accumbens subregions in major depressive disorder: the interactive effect of childhood trauma and diagnosis.,2024,Social cognitive and affective neuroscience,human,PMC11389612
39167905,Ketamine alleviates PTSD-like effect and improves hippocampal synaptic plasticity via regulation of GSK-3β/GR signaling of rats.,2024,Journal of psychiatric research,animal,
39169008,Investigating the bed nucleus of the stria terminalis as a predictor of posttraumatic stress disorder in Black Americans and the moderating effects of racial discrimination.,2024,Translational psychiatry,human,PMC11339439
39169440,"FDA-approved cannabidiol [Epidiolex<sup>®</sup>] alleviates Gulf War Illness-linked cognitive and mood dysfunction, hyperalgesia, neuroinflammatory signaling, and declined neurogenesis.",2024,Military Medical Research,animal,PMC11340098
39172355,Brain structural changes in diabetic retinopathy patients: a combined voxel-based morphometry and surface-based morphometry study.,2024,Brain imaging and behavior,human,
39180979,Intra- and Inter-Network connectivity of the default mode network differentiates Treatment-Resistant depression from Treatment-Sensitive depression.,2024,NeuroImage. Clinical,human,PMC11387369
39187183,"Relationships between serotonin 1A receptor DNA methylation, self-reported history of childhood abuse and gray matter volume in major depression.",2024,Journal of affective disorders,human,PMC11558534
39187192,"The unique face of comorbid anxiety and depression: Increased frontal, insula and cingulate cortex response during Pavlovian fear-conditioning.",2024,Journal of affective disorders,human,PMC11481760
39254274,Intranasal Delivery of circATF7IP siRNA via Lipid Nanoparticles Alleviates LPS-induced Depressive-Like Behaviors.,2024,Advanced healthcare materials,animal,
39259548,"Amygdala Reactivity, Antidepressant Discontinuation, and Relapse.",2024,JAMA psychiatry,human,PMC11391364
39268349,L-methionine and the L-type Ca<sup>2+</sup> channel agonist BAY K 8644 collaboratively contribute to the reduction of depressive-like behavior in mice.,2024,Frontiers in neural circuits,animal,PMC11391425
39341331,Altered brain function in treatment-resistant depression patients: A resting-state functional magnetic resonance imaging study.,2024,Neuroscience letters,human,
39344773,Salidroside exerts antidepressant-like action by promoting adult hippocampal neurogenesis through SIRT1/PGC-1α signalling.,2024,Acta neuropsychiatrica,animal,
39347938,Metabolic syndrome is associated with reduced default mode network functional connectivity in young post-9/11 Veterans.,2024,Brain imaging and behavior,human,
39349059,BMP Antagonist Gremlin 2 Regulates Hippocampal Neurogenesis and Is Associated with Seizure Susceptibility and Anxiety.,2024,eNeuro,animal,PMC11493175
39353921,Contribution of resting-state functional connectivity of the subgenual anterior cingulate to prediction of antidepressant efficacy in patients with major depressive disorder.,2024,Translational psychiatry,human,PMC11445426
39357281,Vinegar-processed Schisandra Chinensis enhanced therapeutic effects on colitis-induced depression through tryptophan metabolism.,2024,Phytomedicine : international journal of phytotherapy and phytopharmacology,animal,
39358323,Quantitative proteomics combined independent PRM analysis reveals the mitochondrial and synaptic mechanism underlying norisoboldine's antidepressant effects.,2024,Translational psychiatry,animal,PMC11447221
39358328,Associations between antagonistic SNPs for neuropsychiatric disorders and human brain structure.,2024,Translational psychiatry,human,PMC11446931
39366962,Cortical kappa opioid receptors integrate negative affect and sleep disturbance.,2024,Translational psychiatry,animal,PMC11452529
39368965,Basolateral amygdala parvalbumin and cholecystokinin-expressing GABAergic neurons modulate depressive and anxiety-like behaviors.,2024,Translational psychiatry,animal,PMC11455908
39369459,Structural-functional connectomics in major depressive disorder following aiTBS treatment.,2024,Psychiatry research,human,
39369764,Infralimbic-basolateral amygdala circuit associated with depression-like not anxiety-like behaviors induced by chronic neuropathic pain and the antidepressant effects of electroacupuncture.,2024,Brain research bulletin,animal,
39370268,Asperuloside Suppresses the Development of Depression through Wnt3α/GSK-3β Signal Pathway in Rats.,2024,Biological & pharmaceutical bulletin,animal,
39375214,Phosphatidic acid is involved in regulation of autophagy in neurons in vitro and in vivo.,2024,Pflugers Archiv : European journal of physiology,animal,PMC11582205
39379030,"Personalised transcranial magnetic stimulation for treatment-resistant depression, depression with comorbid anxiety and negative symptoms of schizophrenia: a narrative review.",2024,Singapore medical journal,review,PMC11575723
39389946,Regular exercise ameliorates high-fat diet-induced depressive-like behaviors by activating hippocampal neuronal autophagy and enhancing synaptic plasticity.,2024,Cell death & disease,animal,PMC11467387
39394160,Endocannabinoid concentrations in major depression: effects of childhood maltreatment and relation to hippocampal volume.,2024,Translational psychiatry,human,PMC11470058
39332081,"Using deep learning and pretreatment EEG to predict response to sertraline, bupropion, and placebo.",2024,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,human,
39326783,Ketamine reverses chronic corticosterone-induced behavioral deficits and hippocampal synaptic dysfunction by regulating eIF4E/BDNF signaling.,2024,Neuropharmacology,animal,
39319821,Chronic Nasal Administration of Kisspeptin-54 Regulates Mood-Related Disorders Via Amygdaloid GABA in Hemi-Parkinsonian Rats.,2024,Balkan medical journal,animal,PMC11589217
